C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/1.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/10.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/2.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/3.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/4.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/5.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/6.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/7.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/8.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s1/9.pgm;0
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/1.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/10.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/2.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/3.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/4.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/5.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/6.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/7.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/8.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s10/9.pgm;1
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s11/1.pgm;2
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s11/10.pgm;2
C:\Users\Bryan\Documents\USM\Last Semester\CSC 416-417\VideoSurveillanceProject\VideoSurveillanceProject\data\s11/2.pgm;2
